order_id,user_id,order_date,product_id,qty,unit_price,region
o000500,u085,2024-05-25,p0076,1,9000,Seoul
o000501,u027,2024-02-18,p0010,5,9000,Gwangju
o000502,u076,2024-06-17,p0035,3,12000,Seoul
o000503,u087,2024-03-21,p0019,4,20000,Gwangju
o000504,u096,2024-05-29,p0073,2,9000,Incheon
o000505,u062,2024-02-13,p0044,2,30000,Daegu
o000506,u062,2024-01-07,p0008,2,12000,Busan
o000507,u102,2024-01-11,p0056,2,5000,Seoul
o000508,u113,2024-03-08,p0004,3,5000,Gwangju
o000509,u122,2024-06-22,p0022,1,30000,Incheon
o000510,u051,2024-01-09,p0058,5,5000,Gwangju
o000511,u064,2024-03-08,p0041,3,12000,Incheon
o000512,u050,2024-01-20,p0061,5,20000,Gwangju
o000513,u080,2024-06-18,p0046,3,15000,Gwangju
o000514,u020,2024-05-02,p0068,2,9000,Daegu
o000515,u065,2024-05-18,p0046,3,5000,Incheon
o000516,u029,2024-05-09,p0005,1,20000,Busan
o000517,u080,2024-04-29,p0006,5,12000,Incheon
o000518,u128,2024-05-20,p0063,4,5000,Incheon
o000519,u148,2024-01-02,p0004,1,9000,Daegu
o000520,u067,2024-06-06,p0031,3,15000,Incheon
o000521,u009,2024-05-14,p0002,3,9000,Busan
o000522,u035,2024-05-14,p0025,2,12000,Incheon
o000523,u016,2024-03-12,p0048,1,5000,Daegu
o000524,u114,2024-05-25,p0014,4,20000,Busan
o000525,u148,2024-03-10,p0038,2,15000,Gwangju
o000526,u084,2024-01-09,p0080,3,20000,Seoul
o000527,u027,2024-06-14,p0006,2,5000,Incheon
o000528,u004,2024-02-12,p0006,4,12000,Busan
o000529,u147,2024-01-19,p0022,1,9000,Busan
o000530,u048,2024-04-23,p0067,2,15000,Seoul
o000531,u017,2024-02-12,p0033,3,20000,Seoul
o000532,u027,2024-06-05,p0052,3,9000,Seoul
o000533,u039,2024-03-21,p0003,4,20000,Gwangju
o000534,u099,2024-01-01,p0059,1,15000,Gwangju
o000535,u134,2024-06-22,p0006,3,20000,Daegu
o000536,u042,2024-04-03,p0057,4,5000,Seoul
o000537,u104,2024-02-17,p0012,2,30000,Gwangju
o000538,u010,2024-05-03,p0069,1,12000,Incheon
o000539,u002,2024-04-06,p0024,5,9000,Daegu
o000540,u009,2024-01-06,p0015,4,9000,Gwangju
o000541,u139,2024-05-18,p0027,4,30000,Daegu
o000542,u088,2024-03-14,p0001,4,30000,Busan
o000543,u121,2024-05-07,p0014,4,5000,Incheon
o000544,u004,2024-06-12,p0048,4,12000,Daegu
o000545,u004,2024-04-21,p0025,3,20000,Incheon
o000546,u128,2024-05-02,p0029,1,15000,Incheon
o000547,u016,2024-02-16,p0065,3,9000,Gwangju
o000548,u024,2024-02-13,p0010,2,12000,Busan
o000549,u078,2024-03-16,p0032,4,12000,Seoul
o000550,u091,2024-06-04,p0015,3,9000,Daegu
o000551,u035,2024-04-05,p0039,5,30000,Incheon
o000552,u067,2024-03-04,p0027,3,9000,Gwangju
o000553,u102,2024-05-21,p0004,3,20000,Busan
o000554,u067,2024-06-04,p0006,5,30000,Incheon
o000555,u058,2024-06-13,p0069,3,20000,Gwangju
o000556,u011,2024-02-24,p0005,2,20000,Gwangju
o000557,u068,2024-05-09,p0063,2,5000,Gwangju
o000558,u121,2024-04-17,p0074,5,5000,Gwangju
o000559,u095,2024-03-22,p0038,4,20000,Incheon
o000560,u134,2024-03-13,p0025,1,20000,Busan
o000561,u019,2024-01-21,p0063,3,20000,Daegu
o000562,u002,2024-02-20,p0079,2,12000,Incheon
o000563,u083,2024-04-10,p0010,4,15000,Busan
o000564,u027,2024-06-10,p0078,1,5000,Incheon
o000565,u090,2024-06-06,p0076,4,9000,Daegu
o000566,u136,2024-02-04,p0012,4,15000,Incheon
o000567,u051,2024-05-03,p0005,2,5000,Daegu
o000568,u083,2024-01-16,p0058,1,5000,Incheon
o000569,u103,2024-05-02,p0007,4,5000,Seoul
o000570,u023,2024-03-03,p0049,2,9000,Incheon
o000571,u135,2024-03-22,p0006,5,30000,Gwangju
o000572,u031,2024-05-10,p0056,4,20000,Gwangju
o000573,u122,2024-03-18,p0019,5,30000,Gwangju
o000574,u099,2024-05-26,p0008,3,9000,Busan
o000575,u022,2024-04-07,p0006,5,15000,Seoul
o000576,u109,2024-06-30,p0016,1,30000,Incheon
o000577,u030,2024-04-26,p0044,2,12000,Seoul
o000578,u090,2024-02-23,p0007,1,15000,Busan
o000579,u144,2024-05-21,p0065,4,20000,Incheon
o000580,u143,2024-03-15,p0049,3,20000,Daegu
o000581,u131,2024-04-07,p0024,2,30000,Incheon
o000582,u075,2024-01-25,p0079,2,15000,Incheon
o000583,u084,2024-01-22,p0053,4,15000,Seoul
o000584,u046,2024-04-14,p0054,1,30000,Incheon
o000585,u139,2024-02-03,p0014,3,20000,Daegu
o000586,u072,2024-06-30,p0057,4,12000,Daegu
o000587,u116,2024-06-04,p0045,2,15000,Daegu
o000588,u054,2024-05-07,p0079,2,15000,Daegu
o000589,u112,2024-05-13,p0039,2,9000,Daegu
o000590,u034,2024-04-18,p0055,3,15000,Busan
o000591,u111,2024-01-11,p0028,2,15000,Busan
o000592,u007,2024-03-12,p0004,2,30000,Seoul
o000593,u016,2024-03-31,p0011,3,15000,Busan
o000594,u053,2024-06-15,p0070,1,5000,Busan
o000595,u073,2024-02-09,p0060,3,30000,Daegu
o000596,u107,2024-03-31,p0030,1,15000,Gwangju
o000597,u054,2024-03-03,p0056,1,9000,Seoul
o000598,u003,2024-01-25,p0001,2,20000,Busan
o000599,u049,2024-01-19,p0003,2,12000,Seoul
o000600,u066,2024-03-07,p0041,1,12000,Gwangju
o000601,u082,2024-01-16,p0050,5,30000,Incheon
o000602,u097,2024-01-13,p0075,2,30000,Busan
o000603,u038,2024-03-04,p0061,5,15000,Daegu
o000604,u092,2024-02-06,p0021,5,12000,Incheon
o000605,u095,2024-04-10,p0066,5,30000,Gwangju
o000606,u117,2024-01-04,p0040,5,9000,Daegu
o000607,u079,2024-02-24,p0067,1,20000,Busan
o000608,u122,2024-03-23,p0014,2,15000,Incheon
o000609,u034,2024-06-24,p0003,4,30000,Incheon
o000610,u107,2024-04-25,p0005,3,12000,Incheon
o000611,u007,2024-06-09,p0080,1,20000,Seoul
o000612,u016,2024-03-03,p0007,3,5000,Incheon
o000613,u130,2024-03-22,p0076,5,20000,Seoul
o000614,u072,2024-03-17,p0059,5,5000,Gwangju
o000615,u094,2024-06-10,p0012,2,15000,Gwangju
o000616,u091,2024-06-23,p0070,2,9000,Daegu
o000617,u105,2024-06-24,p0012,2,30000,Incheon
o000618,u037,2024-05-16,p0012,2,20000,Seoul
o000619,u027,2024-04-01,p0047,2,5000,Gwangju
o000620,u007,2024-04-08,p0024,2,30000,Busan
o000621,u130,2024-06-27,p0024,3,9000,Busan
o000622,u034,2024-02-21,p0016,1,15000,Incheon
o000623,u087,2024-03-04,p0049,2,5000,Gwangju
o000624,u069,2024-06-12,p0003,2,5000,Daegu
o000625,u025,2024-03-11,p0020,1,9000,Daegu
o000626,u063,2024-02-12,p0045,5,15000,Daegu
o000627,u013,2024-04-12,p0039,4,15000,Busan
o000628,u027,2024-02-29,p0056,5,30000,Daegu
o000629,u021,2024-06-11,p0018,3,5000,Gwangju
o000630,u124,2024-06-14,p0052,1,20000,Busan
o000631,u086,2024-02-25,p0061,5,5000,Incheon
o000632,u139,2024-04-06,p0032,3,9000,Incheon
o000633,u066,2024-06-28,p0021,4,9000,Gwangju
o000634,u031,2024-05-15,p0045,2,5000,Incheon
o000635,u092,2024-02-09,p0047,3,15000,Gwangju
o000636,u140,2024-04-17,p0008,3,30000,Incheon
o000637,u080,2024-04-22,p0046,2,20000,Gwangju
o000638,u003,2024-04-28,p0013,3,30000,Incheon
o000639,u046,2024-01-05,p0046,4,15000,Gwangju
o000640,u139,2024-02-24,p0075,1,5000,Gwangju
o000641,u078,2024-06-04,p0043,1,12000,Gwangju
o000642,u143,2024-02-13,p0061,5,20000,Daegu
o000643,u077,2024-02-24,p0025,3,5000,Incheon
o000644,u002,2024-02-28,p0074,5,5000,Gwangju
o000645,u131,2024-02-02,p0066,4,30000,Busan
o000646,u115,2024-01-29,p0074,4,5000,Seoul
o000647,u108,2024-03-04,p0060,5,30000,Gwangju
o000648,u146,2024-06-08,p0052,4,20000,Incheon
o000649,u030,2024-01-01,p0043,2,15000,Daegu
o000650,u136,2024-02-21,p0075,3,15000,Incheon
o000651,u035,2024-01-12,p0068,2,5000,Seoul
o000652,u146,2024-04-12,p0034,2,12000,Daegu
o000653,u029,2024-02-15,p0007,4,20000,Busan
o000654,u083,2024-05-24,p0001,1,30000,Busan
o000655,u119,2024-04-16,p0019,4,12000,Gwangju
o000656,u012,2024-05-22,p0006,3,30000,Daegu
o000657,u011,2024-04-25,p0017,2,20000,Seoul
o000658,u128,2024-03-20,p0009,1,5000,Busan
o000659,u010,2024-06-05,p0079,4,15000,Busan
o000660,u093,2024-03-27,p0008,5,15000,Gwangju
o000661,u141,2024-06-21,p0051,4,15000,Busan
o000662,u093,2024-06-30,p0029,3,20000,Busan
o000663,u073,2024-04-17,p0014,4,30000,Busan
o000664,u063,2024-05-02,p0057,3,15000,Seoul
o000665,u096,2024-02-16,p0078,2,9000,Incheon
o000666,u086,2024-05-28,p0064,2,30000,Daegu
o000667,u076,2024-05-02,p0079,2,30000,Daegu
o000668,u024,2024-06-13,p0048,5,20000,Busan
o000669,u100,2024-02-18,p0054,4,15000,Incheon
o000670,u111,2024-05-23,p0012,1,5000,Seoul
o000671,u107,2024-03-26,p0069,5,12000,Gwangju
o000672,u012,2024-02-03,p0060,1,9000,Daegu
o000673,u106,2024-02-01,p0021,3,15000,Busan
o000674,u110,2024-04-12,p0029,1,20000,Daegu
o000675,u028,2024-02-28,p0049,2,9000,Gwangju
o000676,u128,2024-01-19,p0002,4,30000,Seoul
o000677,u079,2024-03-18,p0066,5,5000,Daegu
o000678,u071,2024-04-28,p0023,5,5000,Daegu
o000679,u109,2024-02-28,p0006,5,30000,Gwangju
o000680,u077,2024-06-22,p0027,2,5000,Daegu
o000681,u082,2024-05-21,p0067,1,20000,Incheon
o000682,u047,2024-04-03,p0022,5,20000,Incheon
o000683,u140,2024-06-19,p0044,5,9000,Gwangju
o000684,u146,2024-03-19,p0065,2,5000,Busan
o000685,u020,2024-01-26,p0003,1,9000,Incheon
o000686,u110,2024-01-07,p0061,4,5000,Busan
o000687,u004,2024-06-19,p0024,1,20000,Gwangju
o000688,u056,2024-06-23,p0056,1,30000,Gwangju
o000689,u146,2024-05-14,p0016,5,30000,Busan
o000690,u027,2024-01-19,p0012,3,20000,Daegu
o000691,u057,2024-02-23,p0064,1,20000,Gwangju
o000692,u033,2024-01-08,p0065,4,30000,Seoul
o000693,u110,2024-01-10,p0079,2,20000,Incheon
o000694,u070,2024-02-14,p0055,3,15000,Gwangju
o000695,u089,2024-04-14,p0038,5,30000,Gwangju
o000696,u142,2024-01-12,p0016,2,9000,Seoul
o000697,u079,2024-06-28,p0024,4,12000,Incheon
o000698,u111,2024-03-23,p0052,5,30000,Incheon
o000699,u015,2024-02-18,p0028,3,9000,Seoul
o000700,u033,2024-04-03,p0039,5,9000,Incheon
o000701,u143,2024-05-23,p0014,3,5000,Incheon
o000702,u129,2024-02-26,p0036,3,9000,Gwangju
o000703,u099,2024-01-09,p0020,5,15000,Seoul
o000704,u057,2024-01-10,p0009,4,30000,Gwangju
o000705,u030,2024-06-04,p0011,5,5000,Daegu
o000706,u128,2024-01-21,p0042,4,20000,Busan
o000707,u118,2024-04-25,p0030,4,20000,Busan
o000708,u037,2024-03-10,p0008,2,30000,Incheon
o000709,u089,2024-05-21,p0042,2,20000,Gwangju
o000710,u093,2024-01-12,p0014,5,5000,Busan
o000711,u072,2024-06-12,p0002,4,12000,Gwangju
o000712,u140,2024-05-07,p0011,2,30000,Incheon
o000713,u019,2024-03-22,p0036,2,30000,Seoul
o000714,u039,2024-02-07,p0077,4,15000,Daegu
o000715,u015,2024-06-26,p0020,1,30000,Gwangju
o000716,u104,2024-02-24,p0023,1,20000,Seoul
o000717,u097,2024-03-30,p0020,4,5000,Seoul
o000718,u149,2024-03-12,p0029,2,30000,Seoul
o000719,u082,2024-02-11,p0058,4,9000,Daegu
o000720,u023,2024-03-16,p0026,3,12000,Seoul
o000721,u068,2024-01-28,p0053,5,9000,Gwangju
o000722,u014,2024-01-01,p0072,3,20000,Seoul
o000723,u101,2024-02-22,p0076,5,5000,Seoul
o000724,u102,2024-01-21,p0046,5,15000,Busan
o000725,u129,2024-03-16,p0058,2,30000,Incheon
o000726,u051,2024-06-06,p0074,5,20000,Gwangju
o000727,u047,2024-01-30,p0063,4,9000,Busan
o000728,u011,2024-01-01,p0024,1,30000,Daegu
o000729,u063,2024-01-21,p0011,1,12000,Incheon
o000730,u072,2024-04-02,p0010,2,20000,Incheon
o000731,u114,2024-02-20,p0071,1,15000,Seoul
o000732,u114,2024-03-30,p0045,2,5000,Gwangju
o000733,u022,2024-01-06,p0024,5,5000,Gwangju
o000734,u043,2024-03-01,p0028,3,9000,Incheon
o000735,u077,2024-03-15,p0023,1,30000,Daegu
o000736,u051,2024-03-19,p0065,3,30000,Busan
o000737,u004,2024-04-10,p0049,2,12000,Gwangju
o000738,u127,2024-05-22,p0071,5,30000,Gwangju
o000739,u110,2024-03-26,p0025,1,5000,Daegu
o000740,u079,2024-06-02,p0038,4,30000,Incheon
o000741,u048,2024-04-06,p0010,3,9000,Busan
o000742,u127,2024-02-17,p0078,1,5000,Incheon
o000743,u006,2024-02-11,p0041,4,20000,Seoul
o000744,u067,2024-02-28,p0045,3,12000,Gwangju
o000745,u121,2024-04-18,p0034,4,9000,Daegu
o000746,u143,2024-02-14,p0022,4,20000,Daegu
o000747,u038,2024-06-15,p0076,4,9000,Seoul
o000748,u098,2024-03-28,p0040,3,20000,Daegu
o000749,u029,2024-06-06,p0054,1,9000,Seoul
o000750,u018,2024-05-04,p0003,1,5000,Gwangju
o000751,u053,2024-03-01,p0023,3,9000,Incheon
o000752,u133,2024-02-11,p0065,2,15000,Daegu
o000753,u104,2024-05-15,p0008,4,9000,Gwangju
o000754,u074,2024-03-01,p0009,3,5000,Gwangju
o000755,u043,2024-02-14,p0065,5,20000,Seoul
o000756,u022,2024-06-18,p0025,1,12000,Seoul
o000757,u041,2024-03-28,p0022,2,12000,Busan
o000758,u023,2024-01-09,p0046,4,9000,Seoul
o000759,u029,2024-03-31,p0016,1,5000,Daegu
o000760,u104,2024-03-24,p0004,2,5000,Daegu
o000761,u020,2024-06-06,p0001,4,20000,Daegu
o000762,u008,2024-05-09,p0007,3,5000,Seoul
o000763,u082,2024-02-04,p0013,4,9000,Gwangju
o000764,u043,2024-01-28,p0056,3,30000,Gwangju
o000765,u069,2024-04-19,p0024,5,12000,Daegu
o000766,u021,2024-01-09,p0006,5,20000,Seoul
o000767,u032,2024-02-28,p0002,5,12000,Busan
o000768,u067,2024-01-26,p0039,1,30000,Incheon
o000769,u104,2024-01-04,p0068,3,20000,Incheon
o000770,u063,2024-06-16,p0028,1,12000,Busan
o000771,u082,2024-01-17,p0006,2,20000,Gwangju
o000772,u079,2024-01-02,p0019,2,12000,Gwangju
o000773,u041,2024-06-18,p0040,4,30000,Daegu
o000774,u042,2024-02-04,p0016,3,12000,Busan
o000775,u064,2024-05-28,p0079,5,30000,Daegu
o000776,u005,2024-01-06,p0062,2,15000,Seoul
o000777,u103,2024-01-28,p0028,4,15000,Daegu
o000778,u093,2024-01-21,p0077,4,12000,Seoul
o000779,u046,2024-05-08,p0027,5,20000,Seoul
o000780,u057,2024-04-22,p0012,2,20000,Daegu
o000781,u050,2024-03-27,p0076,4,20000,Daegu
o000782,u098,2024-02-13,p0077,1,20000,Gwangju
o000783,u114,2024-01-17,p0026,3,5000,Daegu
o000784,u017,2024-04-13,p0048,3,30000,Gwangju
o000785,u062,2024-02-11,p0014,5,30000,Gwangju
o000786,u003,2024-04-17,p0052,4,9000,Busan
o000787,u068,2024-05-05,p0056,5,30000,Gwangju
o000788,u038,2024-06-03,p0057,5,15000,Daegu
o000789,u051,2024-03-30,p0046,3,9000,Daegu
o000790,u069,2024-01-01,p0057,4,9000,Seoul
o000791,u049,2024-02-21,p0045,1,12000,Busan
o000792,u060,2024-06-04,p0066,3,5000,Daegu
o000793,u115,2024-04-07,p0015,1,20000,Busan
o000794,u122,2024-04-22,p0039,4,20000,Daegu
o000795,u001,2024-03-24,p0034,5,20000,Seoul
o000796,u057,2024-01-30,p0043,4,15000,Busan
o000797,u128,2024-06-12,p0012,5,12000,Incheon
o000798,u080,2024-05-20,p0026,2,20000,Incheon
o000799,u031,2024-06-30,p0077,5,30000,Gwangju
o000800,u090,2024-06-04,p0009,3,5000,Gwangju
o000801,u022,2024-02-22,p0051,4,12000,Gwangju
o000802,u004,2024-02-16,p0054,4,30000,Seoul
o000803,u095,2024-02-15,p0038,4,30000,Incheon
o000804,u078,2024-06-16,p0003,2,30000,Busan
o000805,u114,2024-04-11,p0003,4,9000,Busan
o000806,u052,2024-03-23,p0023,4,12000,Busan
o000807,u129,2024-06-25,p0009,5,5000,Daegu
o000808,u064,2024-04-19,p0008,3,30000,Seoul
o000809,u111,2024-06-14,p0013,3,15000,Daegu
o000810,u016,2024-06-28,p0016,3,9000,Seoul
o000811,u015,2024-01-15,p0068,1,5000,Daegu
o000812,u118,2024-03-06,p0052,1,20000,Incheon
o000813,u126,2024-05-13,p0003,1,20000,Seoul
o000814,u142,2024-05-27,p0051,4,30000,Seoul
o000815,u049,2024-01-28,p0011,3,30000,Gwangju
o000816,u004,2024-02-27,p0034,5,20000,Incheon
o000817,u147,2024-04-09,p0004,4,20000,Busan
o000818,u091,2024-05-25,p0008,1,20000,Gwangju
o000819,u038,2024-01-21,p0011,1,30000,Busan
o000820,u115,2024-04-19,p0035,2,12000,Gwangju
o000821,u136,2024-02-23,p0038,5,20000,Seoul
o000822,u043,2024-02-09,p0029,1,20000,Incheon
o000823,u116,2024-04-03,p0050,1,5000,Seoul
o000824,u119,2024-03-16,p0058,1,20000,Seoul
o000825,u076,2024-04-25,p0059,3,12000,Daegu
o000826,u095,2024-02-27,p0047,5,5000,Seoul
o000827,u041,2024-05-29,p0044,4,9000,Daegu
o000828,u140,2024-01-15,p0040,3,5000,Busan
o000829,u148,2024-06-05,p0020,1,30000,Seoul
o000830,u148,2024-01-06,p0039,2,20000,Gwangju
o000831,u111,2024-05-13,p0001,3,5000,Gwangju
o000832,u007,2024-03-04,p0078,2,15000,Gwangju
o000833,u055,2024-03-10,p0030,4,15000,Seoul
o000834,u067,2024-01-04,p0061,5,15000,Busan
o000835,u144,2024-05-07,p0077,2,15000,Busan
o000836,u083,2024-01-31,p0040,2,30000,Busan
o000837,u081,2024-04-29,p0069,1,15000,Daegu
o000838,u023,2024-05-11,p0039,4,15000,Daegu
o000839,u120,2024-06-02,p0011,3,15000,Daegu
o000840,u051,2024-05-08,p0003,2,12000,Busan
o000841,u014,2024-02-24,p0011,2,30000,Gwangju
o000842,u149,2024-05-14,p0076,1,12000,Gwangju
o000843,u029,2024-05-30,p0039,3,20000,Busan
o000844,u003,2024-02-27,p0026,4,15000,Busan
o000845,u012,2024-01-23,p0036,2,20000,Daegu
o000846,u068,2024-06-10,p0021,1,20000,Busan
o000847,u016,2024-01-27,p0070,3,20000,Gwangju
o000848,u127,2024-04-18,p0080,4,15000,Daegu
o000849,u077,2024-02-13,p0007,2,15000,Seoul
o000850,u049,2024-01-23,p0058,2,15000,Seoul
o000851,u001,2024-05-21,p0027,1,12000,Seoul
o000852,u072,2024-01-27,p0004,4,20000,Busan
o000853,u023,2024-05-01,p0074,5,30000,Busan
o000854,u147,2024-05-06,p0005,4,20000,Gwangju
o000855,u044,2024-01-11,p0017,3,20000,Gwangju
o000856,u072,2024-02-01,p0003,4,20000,Seoul
o000857,u003,2024-05-24,p0038,2,12000,Gwangju
o000858,u020,2024-04-02,p0048,1,5000,Daegu
o000859,u032,2024-01-23,p0026,2,12000,Busan
o000860,u008,2024-06-29,p0006,4,20000,Daegu
o000861,u109,2024-02-18,p0010,4,20000,Daegu
o000862,u142,2024-01-01,p0075,5,15000,Seoul
o000863,u148,2024-06-17,p0065,5,20000,Gwangju
o000864,u040,2024-01-04,p0075,2,5000,Seoul
o000865,u119,2024-04-10,p0043,1,15000,Seoul
o000866,u076,2024-06-29,p0044,2,20000,Busan
o000867,u007,2024-04-15,p0063,5,15000,Seoul
o000868,u014,2024-04-16,p0050,5,20000,Seoul
o000869,u083,2024-03-11,p0035,1,12000,Busan
o000870,u064,2024-01-24,p0024,1,15000,Busan
o000871,u002,2024-04-14,p0039,3,15000,Seoul
o000872,u140,2024-06-12,p0006,4,20000,Gwangju
o000873,u110,2024-01-17,p0016,5,9000,Gwangju
o000874,u076,2024-06-09,p0059,4,9000,Incheon
o000875,u149,2024-03-16,p0070,2,12000,Daegu
o000876,u146,2024-04-07,p0009,1,9000,Gwangju
o000877,u147,2024-01-31,p0008,4,12000,Busan
o000878,u039,2024-04-23,p0007,3,12000,Daegu
o000879,u133,2024-02-03,p0064,5,9000,Seoul
o000880,u076,2024-02-19,p0025,3,12000,Incheon
o000881,u109,2024-05-11,p0027,3,15000,Seoul
o000882,u129,2024-01-10,p0001,2,20000,Incheon
o000883,u025,2024-03-22,p0078,1,9000,Incheon
o000884,u068,2024-04-18,p0035,5,30000,Busan
o000885,u020,2024-01-25,p0064,5,12000,Incheon
o000886,u042,2024-02-23,p0057,1,20000,Busan
o000887,u063,2024-03-03,p0012,4,5000,Busan
o000888,u129,2024-04-30,p0065,2,9000,Daegu
o000889,u130,2024-06-26,p0045,3,12000,Busan
o000890,u059,2024-06-01,p0049,5,12000,Incheon
o000891,u050,2024-02-04,p0017,5,12000,Busan
o000892,u080,2024-01-04,p0068,1,5000,Daegu
o000893,u137,2024-01-10,p0075,2,12000,Gwangju
o000894,u147,2024-04-18,p0033,5,20000,Busan
o000895,u035,2024-01-29,p0008,5,20000,Daegu
o000896,u028,2024-02-12,p0068,1,9000,Gwangju
o000897,u107,2024-06-03,p0071,5,12000,Busan
o000898,u046,2024-06-08,p0041,3,15000,Seoul
o000899,u030,2024-06-01,p0047,3,15000,Busan
o000900,u005,2024-02-16,p0018,1,20000,Gwangju
o000901,u061,2024-04-22,p0006,4,12000,Incheon
o000902,u059,2024-04-21,p0076,4,20000,Gwangju
o000903,u085,2024-02-03,p0039,4,30000,Busan
o000904,u031,2024-04-10,p0022,4,9000,Gwangju
o000905,u108,2024-04-05,p0056,5,20000,Busan
o000906,u103,2024-03-13,p0003,5,9000,Incheon
o000907,u070,2024-05-16,p0007,4,12000,Gwangju
o000908,u028,2024-05-03,p0020,5,15000,Busan
o000909,u077,2024-04-06,p0037,4,15000,Gwangju
o000910,u102,2024-05-12,p0030,4,15000,Incheon
o000911,u056,2024-05-18,p0015,3,9000,Incheon
o000912,u040,2024-04-13,p0029,4,5000,Incheon
o000913,u076,2024-02-18,p0027,1,30000,Seoul
o000914,u054,2024-05-18,p0042,3,30000,Incheon
o000915,u061,2024-05-10,p0046,3,30000,Busan
o000916,u053,2024-06-27,p0071,5,15000,Busan
o000917,u046,2024-01-28,p0065,1,30000,Seoul
o000918,u108,2024-03-17,p0024,4,12000,Seoul
o000919,u070,2024-06-17,p0073,1,5000,Gwangju
o000920,u070,2024-04-03,p0042,5,9000,Busan
o000921,u098,2024-06-20,p0016,5,9000,Busan
o000922,u055,2024-01-03,p0028,2,12000,Daegu
o000923,u016,2024-01-07,p0060,5,30000,Incheon
o000924,u128,2024-05-24,p0066,3,9000,Daegu
o000925,u009,2024-03-06,p0030,5,15000,Daegu
o000926,u086,2024-04-04,p0013,4,9000,Gwangju
o000927,u040,2024-03-18,p0016,1,15000,Daegu
o000928,u033,2024-03-15,p0009,2,15000,Incheon
o000929,u007,2024-06-19,p0056,3,5000,Gwangju
o000930,u136,2024-01-18,p0041,2,12000,Incheon
o000931,u065,2024-05-20,p0037,1,5000,Seoul
o000932,u052,2024-06-10,p0054,5,30000,Busan
o000933,u112,2024-04-29,p0067,5,20000,Incheon
o000934,u006,2024-03-12,p0064,3,30000,Daegu
o000935,u085,2024-01-30,p0011,2,30000,Busan
o000936,u075,2024-05-04,p0048,1,9000,Busan
o000937,u084,2024-03-26,p0071,5,20000,Seoul
o000938,u019,2024-01-28,p0062,2,5000,Busan
o000939,u143,2024-03-06,p0027,1,30000,Incheon
o000940,u036,2024-06-24,p0032,2,20000,Seoul
o000941,u102,2024-02-18,p0072,3,20000,Gwangju
o000942,u113,2024-02-02,p0003,4,30000,Busan
o000943,u052,2024-05-04,p0043,2,30000,Gwangju
o000944,u020,2024-02-06,p0010,5,30000,Busan
o000945,u045,2024-06-16,p0072,4,5000,Gwangju
o000946,u122,2024-06-05,p0004,5,5000,Daegu
o000947,u136,2024-06-28,p0002,2,30000,Gwangju
o000948,u141,2024-06-15,p0027,4,9000,Seoul
o000949,u034,2024-02-14,p0017,2,12000,Incheon
o000950,u091,2024-02-08,p0040,4,5000,Busan
o000951,u023,2024-03-03,p0024,4,15000,Busan
o000952,u107,2024-03-26,p0029,2,20000,Seoul
o000953,u063,2024-06-09,p0046,5,30000,Gwangju
o000954,u108,2024-05-13,p0045,5,15000,Incheon
o000955,u103,2024-04-27,p0075,5,15000,Gwangju
o000956,u149,2024-06-08,p0039,2,15000,Daegu
o000957,u074,2024-04-27,p0046,4,12000,Seoul
o000958,u052,2024-03-09,p0055,1,15000,Busan
o000959,u080,2024-03-16,p0014,1,30000,Daegu
o000960,u025,2024-04-04,p0054,5,9000,Seoul
o000961,u017,2024-01-17,p0069,1,12000,Gwangju
o000962,u078,2024-05-14,p0026,5,15000,Gwangju
o000963,u124,2024-04-28,p0015,3,15000,Daegu
o000964,u080,2024-05-13,p0028,2,5000,Daegu
o000965,u118,2024-04-07,p0023,1,9000,Incheon
o000966,u027,2024-05-22,p0047,4,15000,Incheon
o000967,u068,2024-06-21,p0070,4,20000,Seoul
o000968,u092,2024-04-13,p0048,3,20000,Daegu
o000969,u053,2024-03-21,p0011,5,30000,Incheon
o000970,u003,2024-01-20,p0026,2,20000,Gwangju
o000971,u012,2024-05-21,p0056,3,15000,Daegu
o000972,u140,2024-06-13,p0027,2,9000,Gwangju
o000973,u091,2024-05-07,p0047,3,12000,Daegu
o000974,u040,2024-06-06,p0056,1,20000,Busan
o000975,u039,2024-06-05,p0027,3,12000,Daegu
o000976,u006,2024-05-25,p0052,3,20000,Incheon
o000977,u142,2024-04-01,p0032,3,5000,Gwangju
o000978,u017,2024-01-19,p0011,3,5000,Busan
o000979,u114,2024-01-01,p0030,4,9000,Busan
o000980,u037,2024-02-07,p0036,3,9000,Incheon
o000981,u051,2024-03-19,p0001,2,15000,Incheon
o000982,u042,2024-05-15,p0072,2,15000,Busan
o000983,u124,2024-03-23,p0043,4,15000,Incheon
o000984,u005,2024-01-05,p0003,5,9000,Seoul
o000985,u053,2024-02-08,p0070,4,15000,Busan
o000986,u042,2024-06-27,p0069,4,5000,Gwangju
o000987,u041,2024-06-28,p0001,5,12000,Daegu
o000988,u029,2024-03-09,p0014,5,5000,Gwangju
o000989,u137,2024-05-26,p0030,3,5000,Busan
o000990,u057,2024-05-10,p0041,1,5000,Busan
o000991,u063,2024-06-18,p0059,4,5000,Gwangju
o000992,u058,2024-06-10,p0034,4,12000,Gwangju
o000993,u148,2024-04-24,p0049,2,15000,Gwangju
o000994,u051,2024-03-12,p0001,5,15000,Busan
o000995,u052,2024-04-24,p0053,5,12000,Gwangju
o000996,u050,2024-02-28,p0074,2,9000,Daegu
o000997,u050,2024-03-04,p0043,3,5000,Gwangju
